"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2012,263,"Parks Canada Agency",25,"Operating/Program",607935988.00,456782300.00
2012,263,"Parks Canada Agency",30,"Other",500000.00,500000.00
2012,263,"Parks Canada Agency","S","Contributions to employee benefit plans",55254477.00,55254477.00
2012,263,"Parks Canada Agency","S","Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act",118010814.00,118010814.00
2012,266,"Patented Medicine Prices Review Board",45,"Operating/Program",11667975.00,7145775.00
2012,266,"Patented Medicine Prices Review Board","S","Contributions to employee benefit plans",911028.00,911028.00
2012,272,"PPP Canada Inc.",40,"Payments to Crown Corps",12700000.00,12450000.00
2012,272,"PPP Canada Inc.",45,"Payments to Crown Corps",275000000.00,275000000.00
2012,278,"Privy Council Office",1,"Operating/Program",129513255.00,114953289.00
2012,278,"Privy Council Office","S","Contributions to employee benefit plans",14837802.00,14837802.00
2012,278,"Privy Council Office","S","Salary and Motor Car Allowance",392721.00,392721.00
2012,278,"Privy Council Office","S","Spending of proceeds from the disposal of surplus Crown assets",66121.00,48629.00
2012,279,"Public Appointments Commission Secretariat",25,"Operating/Program",992250.00,0.00
2012,280,"Public Health Agency of Canada",50,"Operating/Program",396085975.00,358770085.00
2012,280,"Public Health Agency of Canada",55,"Capital",19501051.00,15456407.00
2012,280,"Public Health Agency of Canada",60,"Grants & Contributions",204477515.00,201062716.00
2012,280,"Public Health Agency of Canada","S","Collection Agency Fees",50.00,50.00
2012,280,"Public Health Agency of Canada","S","Contributions to employee benefit plans",32848779.00,32848779.00
2012,280,"Public Health Agency of Canada","S","Refunds of amounts credited to revenues in previous years",567.00,567.00
2012,280,"Public Health Agency of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",39221.00,25792.00
2012,280,"Public Health Agency of Canada","S","Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act",11491833.00,11491833.00
2012,282,"Public Service Commission",95,"Operating/Program",90326779.00,82974741.00
2012,282,"Public Service Commission","S","Contributions to employee benefit plans",12751447.00,12751447.00
2012,282,"Public Service Commission","S","Refunds of amounts credited to revenues in previous years",2770.00,2770.00
2012,282,"Public Service Commission","S","Spending of proceeds from the disposal of surplus Crown assets",1108.00,1108.00
2012,284,"Public Service Labour Relations Board",100,"Operating/Program",13216189.00,12349921.00
2012,284,"Public Service Labour Relations Board","S","Contributions to employee benefit plans",1284279.00,1284279.00
2012,284,"Public Service Labour Relations Board","S","Spending of proceeds from the disposal of surplus Crown assets",140.00,140.00
2012,285,"Public Service Staffing Tribunal",105,"Operating/Program",5260052.00,4543265.00
2012,285,"Public Service Staffing Tribunal","S","Contributions to employee benefit plans",565542.00,565542.00
2012,288,"Registrar of the Supreme Court of Canada",50,"Operating/Program",23503770.00,22423452.00
2012,288,"Registrar of the Supreme Court of Canada","S","Contributions to employee benefit plans",2770378.00,2770378.00
2012,288,"Registrar of the Supreme Court of Canada","S","Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office",6025983.00,6025983.00
2012,288,"Registrar of the Supreme Court of Canada","S","Refunds of amounts credited to revenues in previous years",5.00,5.00
2012,288,"Registrar of the Supreme Court of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",1751.00,0.00
2012,289,"Registry of the Competition Tribunal",85,"Operating/Program",2280697.00,1583752.00
2012,289,"Registry of the Competition Tribunal","S","Contributions to employee benefit plans",153060.00,153060.00
2012,290,"Registry of the Public Servants Disclosure Protection Tribunal",110,"Operating/Program",1736449.00,1510899.00
2012,290,"Registry of the Public Servants Disclosure Protection Tribunal","S","Contributions to employee benefit plans",148842.00,148842.00
2012,291,"Registry of the Specific Claims Tribunal",40,"Operating/Program",2782635.00,1995450.00
2012,291,"Registry of the Specific Claims Tribunal","S","Contributions to employee benefit plans",142163.00,142163.00
2012,291,"Registry of the Specific Claims Tribunal","S","Spending of proceeds from the disposal of surplus Crown assets",155.00,0.00
2012,295,"Royal Canadian Mounted Police",45,"Operating/Program",2465405070.00,2243129029.00
2012,295,"Royal Canadian Mounted Police",50,"Capital",341327184.00,232989445.00
2012,295,"Royal Canadian Mounted Police",55,"Grants & Contributions",140453625.00,136002171.00
2012,295,"Royal Canadian Mounted Police","S","Contributions to employee benefit plans",76890000.00,76890000.00
2012,295,"Royal Canadian Mounted Police","S","Court Awards",561627.00,561627.00
2012,295,"Royal Canadian Mounted Police","S","Pensions and other employee benefits - Members of the Force",413208659.00,413208659.00
2012,295,"Royal Canadian Mounted Police","S","Pensions under the Royal Canadian Mounted Police Pension Continuation Act",13963873.00,13963873.00
2012,295,"Royal Canadian Mounted Police","S","Refunds of amounts credited to revenues in previous years",171183.00,171183.00
2012,295,"Royal Canadian Mounted Police","S","Spending of proceeds from the disposal of surplus Crown assets",11967001.00,7483372.00
2012,296,"Royal Canadian Mounted Police External Review Committee",60,"Operating/Program",1617117.00,1451185.00
2012,296,"Royal Canadian Mounted Police External Review Committee","S","Contributions to employee benefit plans",144410.00,144410.00
2012,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",65,"Operating/Program",7962033.00,7183379.00
2012,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","S","Contributions to employee benefit plans",827622.00,827622.00
2012,302,"National Security and Intelligence Review Agency Secretariat",30,"Operating/Program",2815173.00,2635875.00
2012,302,"National Security and Intelligence Review Agency Secretariat","S","Contributions to employee benefit plans",265398.00,265398.00
2012,302,"National Security and Intelligence Review Agency Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",147.00,0.00
2012,303,"Senate",1,"Operating/Program",57933343.00,55650087.00
2012,303,"Senate","S","Contributions to employee benefit plans",6908886.00,6908886.00
2012,303,"Senate","S","Officers and Members of the Senate - Salaries, allowances and other payments to the Speaker of the Senate, Members and other officers of the Senate under the Parliament of Canada Act; contributions to the Members of Parliament Retiring Allowances Account and Members of Parliament Retirement Compensation Arrangements Account",26322815.00,26322815.00
2012,305,"Shared Services Canada",20,"Operating/Program",1370381389.00,1199081235.00
2012,305,"Shared Services Canada",25,"Capital",101459178.00,101459044.00
2012,305,"Shared Services Canada","S","Contributions to employee benefit plans",75808691.00,75808691.00
2012,305,"Shared Services Canada","S","Pensions and other employee benefits - Members of Royal Canadian Mounted Police",4280868.00,4280868.00
2012,305,"Shared Services Canada","S","Refunds of amounts credited to revenues in previous years",519257.00,519257.00
2012,305,"Shared Services Canada","S","Spending of proceeds from the disposal of surplus Crown assets",2438.00,0.00
2012,306,"Social Sciences and Humanities Research Council",90,"Operating/Program",26053628.00,24823822.00
2012,306,"Social Sciences and Humanities Research Council",95,"Grants & Contributions",670768648.00,668650802.00
2012,306,"Social Sciences and Humanities Research Council","S","Collection Agency Fees",195.00,195.00
2012,306,"Social Sciences and Humanities Research Council","S","Contributions to employee benefit plans",2951085.00,2951085.00
2012,306,"Social Sciences and Humanities Research Council","S","Spending of proceeds from the disposal of surplus Crown assets",19910.00,6679.00
2012,312,"Standards Council of Canada",100,"Payments to Crown Corps",10318993.00,10318993.00
2012,313,"Statistics Canada",105,"Operating/Program",472275325.00,440054094.00
2012,313,"Statistics Canada","S","Contributions to employee benefit plans",79824189.00,79824189.00
2012,313,"Statistics Canada","S","Spending of proceeds from the disposal of surplus Crown assets",13026.00,13026.00
2012,315,"Telefilm Canada",115,"Payments to Crown Corps",105667144.00,102968394.00
2012,324,"Transportation Appeal Tribunal of Canada",55,"Operating/Program",1534899.00,1461404.00
2012,324,"Transportation Appeal Tribunal of Canada","S","Contributions to employee benefit plans",123514.00,123514.00
2012,324,"Transportation Appeal Tribunal of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",39.00,0.00
2012,326,"Treasury Board Secretariat",1,"Operating/Program",255132091.00,231877492.00
2012,326,"Treasury Board Secretariat",10,"Treasury Board Central",2093000.00,0.00
2012,326,"Treasury Board Secretariat",20,"Treasury Board Central",2277219568.00,2057349583.00
2012,326,"Treasury Board Secretariat",25,"Treasury Board Central",0.00,0.00
2012,326,"Treasury Board Secretariat",30,"Treasury Board Central",26193198.00,0.00
2012,326,"Treasury Board Secretariat",33,"Treasury Board Central",219655751.00,0.00
2012,326,"Treasury Board Secretariat",5,"Treasury Board Central",750000000.00,0.00
2012,326,"Treasury Board Secretariat","S","Contributions to employee benefit plans",29698196.00,29698196.00
2012,326,"Treasury Board Secretariat","S","Employer contributions made under the Public Service Superannuation Act and other retirement acts and the Employment Insurance Act",443000000.00,443000000.00
2012,326,"Treasury Board Secretariat","S","Payments for the Pay Equity Settlement",22180.00,22180.00
2012,326,"Treasury Board Secretariat","S","Payments under the Public Service Pension Adjustment Act",1046.00,1046.00
2012,326,"Treasury Board Secretariat","S","Salary and Motor Car Allowance",77516.00,77516.00
2012,326,"Treasury Board Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",25233.00,0.00
2012,333,"Veterans Review and Appeal Board",10,"Operating/Program",10685275.00,10354058.00
2012,333,"Veterans Review and Appeal Board","S","Contributions to employee benefit plans",1609413.00,1609413.00
2012,334,"VIA Rail Canada Inc.",60,"Payments to Crown Corps",475651000.00,419958000.00
2012,552,"Canadian High Arctic Research Station",25,"Operating/Program",1262944.00,1220138.00
2012,552,"Canadian High Arctic Research Station","S","Contributions to employee benefit plans",97597.00,97597.00
2013,1,"Department of Agriculture and Agri-Food",1,"Operating/Program",730683812.00,703004588.00
2013,1,"Department of Agriculture and Agri-Food",10,"Grants & Contributions",447925111.00,324354015.00
2013,1,"Department of Agriculture and Agri-Food",5,"Capital",34848685.00,30768006.00
2013,1,"Department of Agriculture and Agri-Food","S","Canadian Cattlemen's Association Legacy Fund",4453481.00,4453481.00
2013,1,"Department of Agriculture and Agri-Food","S","Canadian Pari-Mutuel Agency Revolving Fund",5315279.00,-2158401.00
2013,1,"Department of Agriculture and Agri-Food","S","Class grant payments for the Farm Income program",-2859.00,-2859.00
2013,1,"Department of Agriculture and Agri-Food","S","Class grant payments for the Transitional Industry Support program",-10187.00,-10187.00
2013,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the AgriInsurance program",750830429.00,750830429.00
2013,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Agricultural Disaster Relief program and AgriRecovery",-4836724.00,-4836724.00
2013,1,"Department of Agriculture and Agri-Food","S","Contribution payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-436178.00,-436178.00
2013,1,"Department of Agriculture and Agri-Food","S","Contributions for agricultural risk management - Enhanced Spring Credit Advance program Business Risk Management",-1227300.00,-1227300.00
2013,1,"Department of Agriculture and Agri-Food","S","Contributions in support of the Assistance to the Pork Industry Initiative",-3685687.00,-3685687.00
2013,1,"Department of Agriculture and Agri-Food","S","Contributions to employee benefit plans",79197066.00,79197066.00
2013,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriInvest Program",233404378.00,233404378.00
2013,1,"Department of Agriculture and Agri-Food","S","Grant and Contribution Payments for the AgriStability Program",192759272.00,192759272.00
2013,1,"Department of Agriculture and Agri-Food","S","Grant payments for the AgriInvest Kickstart program",-48524.00,-48524.00
2013,1,"Department of Agriculture and Agri-Food","S","Grant payments for the Canadian Agricultural Income Stabilization program Inventory Transition Initiative",-163039.00,-163039.00
2013,1,"Department of Agriculture and Agri-Food","S","Grants in support of the Cost of Production Benefit",-6634.00,-6634.00
2013,1,"Department of Agriculture and Agri-Food","S","Grants in support of the Grain and Oilseed Payment program",-34421.00,-34421.00
2013,1,"Department of Agriculture and Agri-Food","S","Grants to agencies established under the Farm Products Agencies Act",600000.00,0.00
2013,1,"Department of Agriculture and Agri-Food","S","Loan guarantees under the Canadian Agricultural Loans Act",-12829.00,-12829.00
2013,1,"Department of Agriculture and Agri-Food","S","Payments in connection with the Agricultural Marketing Programs Act (S.C., 1997, c. C-34)",79080584.00,79080584.00
2013,1,"Department of Agriculture and Agri-Food","S","Payments in connection with the Farm Income Protection Act - Province-Based Programs",-1106213.00,-1106213.00
2013,1,"Department of Agriculture and Agri-Food","S","Refunds of amounts credited to revenues in previous years",4121.00,4121.00
2013,1,"Department of Agriculture and Agri-Food","S","Salary and Motor Car Allowance",78700.00,78700.00
2013,1,"Department of Agriculture and Agri-Food","S","Spending of proceeds from the disposal of surplus Crown assets",8975062.00,2692686.00
2013,2,"House of Commons",5,"Operating/Program",296145501.00,277998639.00
2013,2,"House of Commons","S","Contributions to employee benefit plans",34416770.00,34416770.00
2013,2,"House of Commons","S","Members of the House of Commons - Salaries and allowances of Officers and Members of the House of Commons under the Parliament of Canada Act and contributions to the Members of Parliament Retiring Allowances Account and the Members of Parliament Retirement Compensation Arrangements Account",102195629.00,102195629.00
2013,12,"Atlantic Canada Opportunities Agency",1,"Operating/Program",74725659.00,69058793.00
2013,12,"Atlantic Canada Opportunities Agency",5,"Grants & Contributions",236733470.00,236733461.00
2013,12,"Atlantic Canada Opportunities Agency","S","Contributions to employee benefit plans",8346591.00,8346591.00
2013,12,"Atlantic Canada Opportunities Agency","S","Salary and Motor Car Allowance",1425.00,1425.00
2013,12,"Atlantic Canada Opportunities Agency","S","Spending of proceeds from the disposal of surplus Crown assets",28877.00,17838.00
2013,14,"Atomic Energy of Canada Limited",15,"Payments to Crown Corps",378062900.00,351762900.00
2013,14,"Atomic Energy of Canada Limited","S","Payments to Atomic Energy of Canada Limited",33700000.00,33700000.00
2013,26,"Canada Border Services Agency",10,"Operating/Program",1770005090.00,1540450182.00
2013,26,"Canada Border Services Agency",15,"Capital",230351926.00,121932181.00
2013,26,"Canada Border Services Agency","S","Contributions to employee benefit plans",187286618.00,187286618.00
2013,26,"Canada Border Services Agency","S","Refunds of amounts credited to revenues in previous years",32237.00,32237.00
2013,26,"Canada Border Services Agency","S","Spending of proceeds from the disposal of surplus Crown assets",577473.00,410284.00
2013,29,"Canada Council for the Arts",10,"Payments to Crown Corps",181974388.00,181974388.00
2013,39,"Canada Industrial Relations Board",10,"Operating/Program",12591232.00,11752579.00
2013,39,"Canada Industrial Relations Board","S","Contributions to employee benefit plans",1504627.00,1504627.00
2013,39,"Canada Industrial Relations Board","S","Spending of proceeds from the disposal of surplus Crown assets",201.00,0.00
2013,42,"Canada Mortgage and Housing Corporation",15,"Payments to Crown Corps",2100578000.00,2054849627.00
2013,42,"Canada Mortgage and Housing Corporation","S","Pursuant to Section 129 of the Economic Action Plan 2013 Act, No. 1, a payment to CHC to provide funding to Nunavut for housing in a sum not exceeding $30,000,000",30000000.00,30000000.00
2013,44,"Canada Post Corporation",15,"Payments to Crown Corps",22210000.00,22210000.00
2013,46,"Canada Revenue Agency",1,"Operating/Program",3392504128.00,3097500944.00
2013,46,"Canada Revenue Agency",5,"Capital",110011806.00,63301048.00
2013,46,"Canada Revenue Agency","S","Children's special allowance payments",235403434.00,235403434.00
2013,46,"Canada Revenue Agency","S","Contributions to employee benefit plans",458804991.00,458804991.00
2013,46,"Canada Revenue Agency","S","Court Awards",24353.00,24353.00
2013,46,"Canada Revenue Agency","S","Court Awards",1131905.00,1131905.00
2013,46,"Canada Revenue Agency","S","Disbursements to provinces under the Softwood Lumber Products Export Charge Act, 2006",42344675.00,42344675.00
2013,46,"Canada Revenue Agency","S","Losses on Foreign Exchange",731.00,731.00
2013,46,"Canada Revenue Agency","S","Payments under the Energy Costs Assistance Measures Act",500.00,500.00
2013,46,"Canada Revenue Agency","S","Refunds of amounts credited to revenues in previous years",30000.00,30000.00
2013,46,"Canada Revenue Agency","S","Salary and Motor Car Allowance",78700.00,78700.00
2013,46,"Canada Revenue Agency","S","Spending of proceeds from the disposal of surplus Crown assets",222344.00,222344.00
2013,46,"Canada Revenue Agency","S","Spending of revenues received through the conduct of its operations pursuant to section 60 of the Canada Revenue Agency Act",164015731.00,164015731.00
2013,47,"Canada School of Public Service",40,"Operating/Program",45979928.00,42820558.00
2013,47,"Canada School of Public Service","S","Contributions to employee benefit plans",8682903.00,8682903.00
2013,47,"Canada School of Public Service","S","Spending of proceeds from the disposal of surplus Crown assets",18000.00,13183.00
2013,47,"Canada School of Public Service","S","Spending of revenues pursuant to subsection 18(2) of the Canada School of Public Service Act",71980586.00,33244937.00
2013,51,"Canadian Air Transport Security Authority",20,"Payments to Crown Corps",598286200.00,559065861.00
2013,53,"Canadian Broadcasting Corporation",15,"Payments to Crown Corps",975617798.00,975617798.00
2013,53,"Canadian Broadcasting Corporation",20,"Payments to Crown Corps",4000000.00,4000000.00
2013,53,"Canadian Broadcasting Corporation",25,"Payments to Crown Corps",103856000.00,103856000.00
2013,55,"Canadian Centre for Occupational Health and Safety",20,"Operating/Program",4619460.00,4129766.00
2013,55,"Canadian Centre for Occupational Health and Safety","S","Contributions to employee benefit plans",1117425.00,1117425.00
2013,58,"Canadian Commercial Corporation",20,"Payments to Crown Corps",15656400.00,15656400.00
2013,61,"Canadian Dairy Commission",15,"Operating/Program",4466421.00,4456273.00
2013,63,"Impact Assessment Agency of Canada",15,"Operating/Program",31438994.00,29571920.00
2013,63,"Impact Assessment Agency of Canada","S","Contributions to employee benefit plans",3056560.00,3056560.00
2013,65,"Canadian Food Inspection Agency",11,"Operating/Program",600051819.00,590256209.00
2013,65,"Canadian Food Inspection Agency",13,"Capital",26075622.00,21464985.00
2013,65,"Canadian Food Inspection Agency","S","Collection Agency Fees",6233.00,6233.00
2013,65,"Canadian Food Inspection Agency","S","Compensation payments in accordance with requirements established by Regulations under the Health of Animals Act and the Plant Protection Act, and authorized pursuant to the Canadian Food Inspection Agency Act",58292634.00,58292634.00
2013,65,"Canadian Food Inspection Agency","S","Contributions to employee benefit plans",81379610.00,81379610.00
2013,65,"Canadian Food Inspection Agency","S","Refunds of amounts credited to revenues in previous years",57982.00,57982.00
2013,65,"Canadian Food Inspection Agency","S","Spending of Revenues pursuant to Section 30 of the Canadian Food Inspection Agency Act",88248288.00,53621197.00
2013,65,"Canadian Food Inspection Agency","S","Spending of proceeds from the disposal of surplus Crown assets",982281.00,672803.00
2013,69,"Canadian Grain Commission",30,"Operating/Program",34062499.00,31813439.00
2013,69,"Canadian Grain Commission","S","Canadian Grain Commission Revolving Fund",34856857.00,-9961493.00
2013,69,"Canadian Grain Commission","S","Contributions to employee benefit plans",3129121.00,3129121.00
2013,69,"Canadian Grain Commission","S","Spending of proceeds from the disposal of surplus Crown assets",372911.00,372911.00
2013,71,"Canadian Human Rights Commission",10,"Operating/Program",21231835.00,20700058.00
2013,71,"Canadian Human Rights Commission","S","Contributions to employee benefit plans",2973433.00,2973433.00
2013,71,"Canadian Human Rights Commission","S","Spending of proceeds from the disposal of surplus Crown assets",159.00,159.00
2013,72,"Canadian Human Rights Tribunal",15,"Operating/Program",4354660.00,4114662.00
2013,72,"Canadian Human Rights Tribunal","S","Contributions to employee benefit plans",315764.00,315764.00
2013,74,"Canadian Institutes of Health Research",15,"Operating/Program",50749581.00,48129247.96
2013,74,"Canadian Institutes of Health Research",20,"Grants & Contributions",944401906.00,943955266.00
2013,74,"Canadian Institutes of Health Research","S","Contributions to employee benefit plans",5887474.00,5887474.00
2013,76,"Canadian Intergovernmental Conference Secretariat",5,"Operating/Program",5772114.00,5515380.00
2013,76,"Canadian Intergovernmental Conference Secretariat","S","Contributions to employee benefit plans",349501.00,349501.00
2013,77,"Canadian International Development Agency",25,"Operating/Program",38221887.00,38221887.00
2013,77,"Canadian International Development Agency",30,"Grants & Contributions",404044171.00,404044171.00
2013,77,"Canadian International Development Agency","S","Contributions to employee benefit plans",5720444.00,5720444.00
2013,77,"Canadian International Development Agency","S","Losses on Foreign Exchange",29202126.00,29202126.00
2013,77,"Canadian International Development Agency","S","Payments to International Financial Institutions - Direct payments",215256121.00,215256121.00
2013,77,"Canadian International Development Agency","S","Salary and Motor Car Allowance",19675.00,19675.00
2013,77,"Canadian International Development Agency","S","Spending of proceeds from the disposal of surplus Crown assets",1480.00,1480.00
2013,79,"Canadian International Trade Tribunal",25,"Operating/Program",9790997.00,9622575.00
2013,79,"Canadian International Trade Tribunal","S","Contributions to employee benefit plans",1272647.00,1272647.00
2013,79,"Canadian International Trade Tribunal","S","Spending of proceeds from the disposal of surplus Crown assets",903.00,903.00
2013,81,"Canadian Museum for Human Rights",30,"Payments to Crown Corps",32016180.00,32016180.00
2013,82,"Canadian Museum of History",35,"Payments to Crown Corps",62850567.00,62850567.00
2013,84,"Canadian Museum of Immigration at Pier 21",40,"Payments to Crown Corps",18450000.00,18450000.00
2013,85,"Canadian Museum of Nature",45,"Payments to Crown Corps",26770876.00,26770876.00
2013,86,"Canadian Northern Economic Development Agency",3,"Operating/Program",14221003.00,12849474.00
2013,86,"Canadian Northern Economic Development Agency",7,"Grants & Contributions",38664119.00,36499299.00
2013,86,"Canadian Northern Economic Development Agency","S","Contributions to employee benefit plans",1430705.00,1430705.00
2013,86,"Canadian Northern Economic Development Agency","S","Spending of proceeds from the disposal of surplus Crown assets",81.00,0.00
2013,87,"Canadian Nuclear Safety Commission",20,"Operating/Program",49630375.00,46130800.00
2013,87,"Canadian Nuclear Safety Commission","S","Contributions to employee benefit plans",15830839.00,15830839.00
2013,87,"Canadian Nuclear Safety Commission","S","Spending of proceeds from the disposal of surplus Crown assets",20058.00,0.00
2013,87,"Canadian Nuclear Safety Commission","S","Spending of the revenues pursuant to section 21(3) of the Nuclear Safety and Control Act",85973334.00,83655382.00
2013,93,"Canadian Radio-television and Telecommunications Commission",50,"Operating/Program",6839138.00,3755004.00
2013,93,"Canadian Radio-television and Telecommunications Commission","S","Contributions to employee benefit plans",6624723.00,6624723.00
2013,93,"Canadian Radio-television and Telecommunications Commission","S","Spending of proceeds from the disposal of surplus Crown assets",134.00,134.00
2013,94,"Canadian Security Intelligence Service",20,"Operating/Program",487028603.00,468801655.00
2013,94,"Canadian Security Intelligence Service","S","Contributions to employee benefit plans",47127351.00,47127351.00
2013,94,"Canadian Security Intelligence Service","S","Spending of proceeds from the disposal of surplus Crown assets",598116.00,376723.00
2013,95,"Canadian Space Agency",25,"Operating/Program",171891828.00,165008980.00
2013,95,"Canadian Space Agency",30,"Capital",294606552.00,200820185.00
2013,95,"Canadian Space Agency",35,"Grants & Contributions",33630000.00,32682181.00
2013,95,"Canadian Space Agency","S","Contributions to employee benefit plans",10188185.00,10188185.00
2013,95,"Canadian Space Agency","S","Spending of proceeds from the disposal of surplus Crown assets",41182.00,15709.00
2013,97,"Canadian Tourism Commission",40,"Payments to Crown Corps",57975770.00,57975770.00
2013,98,"Canadian Transportation Accident Investigation and Safety Board",10,"Operating/Program",29622160.00,29455776.00
2013,98,"Canadian Transportation Accident Investigation and Safety Board","S","Contributions to employee benefit plans",3747088.00,3747088.00
2013,98,"Canadian Transportation Accident Investigation and Safety Board","S","Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act",60725.00,60725.00
2013,98,"Canadian Transportation Accident Investigation and Safety Board","S","Spending of proceeds from the disposal of surplus Crown assets",53095.00,39605.00
2013,99,"Canadian Transportation Agency",25,"Operating/Program",26663324.00,25561336.22
2013,99,"Canadian Transportation Agency","S","Contributions to employee benefit plans",3415232.00,3415232.00
2013,99,"Canadian Transportation Agency","S","Spending of proceeds from the disposal of surplus Crown assets",370.00,370.00
2013,110,"Communications Security Establishment",20,"Operating/Program",434518645.00,409487182.00
2013,110,"Communications Security Establishment","S","Contributions to employee benefit plans",34185863.00,34185863.00
2013,110,"Communications Security Establishment","S","Spending of proceeds from the disposal of surplus Crown assets",96910.00,0.00
2013,114,"Copyright Board",45,"Operating/Program",2890321.00,2531986.00
2013,114,"Copyright Board","S","Contributions to employee benefit plans",247686.00,247686.00
2013,117,"Correctional Service of Canada",25,"Operating/Program",2204205566.00,2116015356.00
2013,117,"Correctional Service of Canada",30,"Capital",456920598.00,378371594.00
2013,117,"Correctional Service of Canada","S","CORCAN Revolving Fund",5482935.00,219498.00
2013,117,"Correctional Service of Canada","S","Contributions to employee benefit plans",254372287.00,254372287.00
2013,117,"Correctional Service of Canada","S","Refunds of amounts credited to revenues in previous years",3188.00,3188.00
2013,117,"Correctional Service of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",2046067.00,1309552.00
2013,118,"Courts Administration Service",30,"Operating/Program",65089931.00,60297478.00
2013,118,"Courts Administration Service","S","Contributions to employee benefit plans",7033432.00,7033432.00
2013,118,"Courts Administration Service","S","Refunds of amounts credited to revenues in previous years",7850.00,7850.00
2013,118,"Courts Administration Service","S","Spending of proceeds from the disposal of surplus Crown assets",16185.00,3799.00
2013,122,"Department of Canadian Heritage",1,"Operating/Program",185673145.00,174774392.00
2013,122,"Department of Canadian Heritage",5,"Grants & Contributions",1133745259.00,1130800471.00
2013,122,"Department of Canadian Heritage","S","Contributions to employee benefit plans",23505329.00,23505329.00
2013,122,"Department of Canadian Heritage","S","Payments under the Lieutenant Governors Superannuation Act",868894.00,868894.00
2013,122,"Department of Canadian Heritage","S","Salaries of the Lieutenant Governors",1338750.00,1338750.00
2013,122,"Department of Canadian Heritage","S","Salary and Motor Car Allowance",80590.00,80590.00
2013,122,"Department of Canadian Heritage","S","Spending of proceeds from the disposal of surplus Crown assets",728496.00,12798.00
2013,122,"Department of Canadian Heritage","S","Supplementary retirement benefits - Former Lieutenant Governors",189906.00,189906.00
2013,123,"Department of Citizenship and Immigration",1,"Operating/Program",592987209.00,521744743.00
2013,123,"Department of Citizenship and Immigration",5,"Grants & Contributions",983147626.00,956179457.00
2013,123,"Department of Citizenship and Immigration",7,"Other",1.00,0.00
2013,123,"Department of Citizenship and Immigration",8,"Other",1.00,0.00
2013,123,"Department of Citizenship and Immigration",9,"Debt Forgiveness",806220.00,798855.00
2013,123,"Department of Citizenship and Immigration","S","Contributions to employee benefit plans",60192418.00,60192418.00
2013,123,"Department of Citizenship and Immigration","S","Court Awards",28759.00,28759.00
2013,123,"Department of Citizenship and Immigration","S","Fees returned in connection with a terminated application",38322463.00,38322463.00
2013,123,"Department of Citizenship and Immigration","S","Passport Canada Revolving Fund (Revolving Funds Act)",-29101484.00,-206332014.00
2013,123,"Department of Citizenship and Immigration","S","Refunds of amounts credited to revenues in previous years",7675494.00,7675494.00
2013,123,"Department of Citizenship and Immigration","S","Salary and Motor Car Allowance",83630.00,83630.00
2013,123,"Department of Citizenship and Immigration","S","Spending of proceeds from the disposal of surplus Crown assets",56379.00,890.00
2013,124,"Department of Finance",1,"Operating/Program",127266005.00,122472165.00
2013,124,"Department of Finance",10,"Other",1.00,0.00
2013,124,"Department of Finance",5,"Grants & Contributions",9235000.00,9210000.00
2013,124,"Department of Finance",7,"Other",1.00,0.00
2013,124,"Department of Finance","S","Additional Fiscal Equalization Offset Payment to Nova Scotia (Nova Scotia and Newfoundland and Labrador Additional Fiscal Equalization Offset Payments Act)",89461000.00,89461000.00
2013,124,"Department of Finance","S","Additional fiscal equalization to Nova Scotia (Part I - Federal-Provincial Fiscal Arrangements Act)",260257000.00,260257000.00
2013,124,"Department of Finance","S","Alternative Payments for Standing Programs (Part VI - Federal-Provincial Fiscal Arrangements Act)",-3459827000.00,-3459827000.00
2013,124,"Department of Finance","S","Canada Health Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)",30282900196.00,30282900196.00
2013,124,"Department of Finance","S","Canada Social Transfer (Part V.1 - Federal-Provincial Fiscal Arrangements Act)",12215271000.00,12215271000.00
2013,124,"Department of Finance","S","Canadian Millennium Scholarship Foundation (Budget Implementation Act, 1998)",-10823.00,-10823.00
2013,124,"Department of Finance","S","Canadian Regulatory Authority (Budget Implementation Act, 2009)",55806000.00,55806000.00
2013,124,"Department of Finance","S","Canadian Securities Regulation Regime Transition Office (Canadian Securities Regulation Regime Transition Office Act)",10000000.00,10000000.00
2013,124,"Department of Finance","S","Contributions to employee benefit plans",12081486.00,12081486.00
